username,rating,comment,max_players,minplaytime,maxplaytime,age,ratings_avg,count_wanting,count_wishing,lang
holf,6.6,一款頗運氣的兩人抽象遊戲，玩家在一個中央版圖上兩方各據一個基地，輪到玩家時可以抽兩個部隊或是部屬一個部隊，放置地點必須與自己基地相連，數字大的可以壓過數字小的敵方部隊，若有能力可以發動，數字小的能力越強，當你的部隊包圍某個環狀路線可以把上面的分數拿走，到達一定分數後獲勝，或是占領敵方總部也獲勝。簡單的遊戲，如果牌運不好就努力抽牌吧~,2,15,15,8,6.89476,56,328,zh
joelfisch,,"Might be good for play with young kids, want to try on BGA",2,15,15,8,6.89476,56,328,en
JohanCr,8.0,"A very good game.
It's easy to learn. Randomness and various maps make it highly replayble.
Under its childish theme, lays the importance or logistics to win wars.
Great job !",2,15,15,8,6.89476,56,328,en
JRAMtheBandit,7.75,"Seems like a nice clean, fun system with some interesting planning.",2,15,15,8,6.89476,56,328,en
jschroeder24,9.0,"This is just plain fun. My wife and I have played 50+ times on BGA, and it might be the king of the ""just one more time!"" games. Curious to see what the physical components are like, but the gameplay is superb for how simple the rules are.",2,15,15,8,6.89476,56,328,en
Kid22,,Per Ettore,2,15,15,8,6.89476,56,328,fr
King Bing,10.0,"A true masterpiece of its kind :
rules as simple as plays are clever, short and addictive.",2,15,15,8,6.89476,56,328,en
Klausi300,7.0,7,2,15,15,8,6.89476,56,328,en
KRWoods1,9.0,"This is fantastic!  I am a sucker for two player head-to-head games, and this one delivers.  An abstract game at its core, turns are fast and the different abilities add some variety.  I love the different boards, each with a slightly different flavor but without making anything complicated.  The game takes maybe 10 minutes if someone is slow, and the two victory conditions force players to pay attention and mean no one is ever truly out of the running.  ",2,15,15,8,6.89476,56,328,en
lulu35,,2025.... bga alpha,2,15,15,8,6.89476,56,328,sv
MadameMaud,9.0,So fun to play on BGA!,2,15,15,8,6.89476,56,328,en
Malaschitz,10.0,Great game. Like chess but funny,2,15,15,8,6.89476,56,328,en
mawilson4,8.5,"This is lots of fun!

I have played live with a friend on BoardGameArena, where a digital implementation is currently in Beta, while chatting live.

A joyful thing, this is. At least, if your definition of joy includes a lot of annoyed groans and muttered curses. :D 

The closest comparison might be Lord of the Rings: The Confrontation, or co-designer Mori's earlier Caesar game. Toy Battle sheds the card phase to battles that Confrontation has, and sees you placing pieces on turns instead of moving them. But the push & pull of the different win conditions, the rock-paper-scissors dynamics of the tile values vs. their minor abilities, and the minor but useful quirks to the maps themselves all lend a similar atmosphere to the proceedings. But with toys instead of high fantasy, or Caesar's historical setting.

It's over super quickly and in early plays have left me wanting more. I can imagine usually playing this one back-to-back, or a best-of-3 when you split the first two.",2,15,15,8,6.89476,56,328,en
N8TGR,5.0,"Half-decent. Feels like an evolution of some of the classics like stratego with a new-age troop power twist and better appreciation for your time. Unfortunately, limited draw pile makes this feel a tad less strategic than i'd like and more of a 'hope i get the right thing in the right order'.",2,15,15,8,6.89476,56,328,en
Nimphais,10.0,"Available on BGA, great game, a lot more depth than it seems at first glance, lot of replayability",2,15,15,8,6.89476,56,328,en
nkaine,8.0,"Yes, there is luck of the draw here. But all of the toys are useful, the game is very quick and streamlined, and there are still tactical decisions at hand. For kids, it's like a more fun version of checkers or chess. For adults, it's a light-hearted theme with the mechanical style of a traditional board game.",2,15,15,8,6.89476,56,328,en
Patrick_Low,3.0,"Not my taste, can try it on BGA",2,15,15,8,6.89476,56,328,en
pingus,9.0,"Really good, a bit like randomized chess/shogi strategically/tactically but served in a theme that doesn't make you feel like you are playing an abstract",2,15,15,8,6.89476,56,328,en
Punnatornbook,10.0,nice little game,2,15,15,8,6.89476,56,328,en
qwertymartin,8.0,Nice little 2p battle game from Mori that felt a bit like a simplified General Orders: World War II with its supply line rule and the spots on the board that give you extra powers when you occupy them. The various maps mix things up nicely too.,2,15,15,8,6.89476,56,328,en
Rafa44,8.0,"Great tactical two-player game. It may look childish at first, but it offers plenty of strategic depth.",2,15,15,8,6.89476,56,328,en
Raoulinho82,7.0,P: [2-2] (2) Competitive,2,15,15,8,6.89476,56,328,en
Ronci,6.0,Lose in bga,2,15,15,8,6.89476,56,328,en
Ryan Keane,5.0,"Tug of war chess match trying to enclose areas with vp chips, where you are stacking opponent's tokens with a strong token trying to block them from enclosing and breaking their path back to their home base.  Units have various special ability in addition to their number stregth.  I'm really not a fan of these types of head-to-head abstract strategy games.  There is quite a bit of randomness in the token draw, which I should like, but it all just feels pretty boring and themeless.",2,15,15,8,6.89476,56,328,en
shmonkey,8.0,"Played a few times on BGA. this one is neat. Try to occupy the opponents base with an unbroken chain of your units. More powerful units can stack on weaker units, and every unit has some sort of special ability. Plays fast, lots of variety, feels great.",2,15,15,8,6.89476,56,328,en
Smeef,5.0,Only played on BGA,2,15,15,8,6.89476,56,328,en
snoozefest,6.5,"Asynchronous play BGA

Very simple, streamlined abstract-y chess-like-but-simpler-and-with-randomness 2er capture-the-flag game. Each player has an identical deck of pieces; draw 3/4 to start the game (player 1/2). There are several (7?) different types of piece which give you some bonus effect when played onto the board (e.g., draw more pieces, play another piece, etc.). The board shows each players HQ on their side, connected by a set of paths and nodes to the enemy HQ. You can play a piece onto an empty node or on top of a weaker piece, as long as you are just one node away from your HQ or another of your pieces. If your pieces surround a region (occupy every node around it), collect the VP tokens set there during setup. You win by capturing the enemy HQ, or by collecting enough (12?) VP.

Probably better real time — seems like it’s a lighter fluffier Chess game?",2,15,15,8,6.89476,56,328,en
SoloMaru,7.0,Nice fun game. Quick to learn and play with real strategies and tactical decisions. Each map provide a fun and interesting puzzle. Convey the theme of Clash Royale well enough.,2,15,15,8,6.89476,56,328,en
szecsenyi,8.0,"Addictive, in a good way. I really like the fact that you can change strategy from castle-breaking to point-scoring even while playing, and achieve victory that way. At first glance, I didn't see that much strategic depth in this game. I really like it.",2,15,15,8,6.89476,56,328,en
Tactl3ss,5.0,I didn't feel anything while playing :(,2,15,15,8,6.89476,56,328,en
TheBiggestBoss4,8.0,"Simple, quick, fun, addicting. Another hit like Captain Flip.",2,15,15,8,6.89476,56,328,en
Thrylos,7.0,Clever and fast two player game.,2,15,15,8,6.89476,56,328,en
tiagoVIP,5.0,"Designer: Paolo Mori, Alessandro Zucchini
Playing time: 15 Min
Weight: 1.50 / 5
Publisher: Repos Production
Player count: 2 (best with: 2)

[b]COMPLEXITY: Low
COMPONENTS: Medium
DOWNTIME: Low
FUN: Medium
INTERACTION: High
PLAYING TIME: Low
LUCK: Medium
REPLAY VALUE: High
SOLITAIRE: Very low
THEMATIC: Very low[/b]

[b]Comments:[/b] [thing=434654][/thing] is an abstract strategy game about area influence, area movement, zone control and hand management. The ideia is that players will use their units in order to control areas of the board, either to reach the enemy HQ and place a unit there; or to get enough medals, due to control, as any of these will give the win! Units must be connected to a supply line from their own HQ in order to be placed (with one exception) and they can be placed above the units of the opponent if the one above has a higher value. On each turn, the players choose to either place a unit or draw two units - if a player can't draw more units nor place a unit, the game also ends, and this player loses.

[thing=434654][/thing] is alright. I don't particularly enjoy much 2p competitive games, but I don't mind much the ones with a bit of randomness which are also quick, and [thing=434654][/thing] fills both marks: there is luck in the draw of units (but each player have the same, some might just appear sooner than others) and play is very straightforward - a single and fast action: place a unit or draw 2. There is, of course, thought behind the choices, as the effects of the units are deterministic - there is no random element in activating or placing a unit. Overall, I wouldn't mind playing [thing=434654][/thing] some more times, but, due to my tastes, wouldn't add to my collection nor really ask for it.",2,15,15,8,6.89476,56,328,en
trigun1,8.0,Way better than challengers,2,15,15,8,6.89476,56,328,en
ViktorPersson,,For the kids?,2,15,15,8,6.89476,56,328,en
Willoo78,4.0,"On verra si extension et bc plus de personnages, car pour le moment que c’est pauvre et répétitif",2,15,15,8,6.89476,56,328,fr
Wrecktangled,8.0,"So simple, so quick, and so fun. Definitely tension between turns waiting and trying to guess what your opponent will do. There are multiple ways to win, which seemingly are both viable and need to keep an eye out for. There are tons of boards that just change the game up ever so slightly. There is obviously quite a bit of luck of the draw and I can see the troops eventually getting stale since they dont change each game, but perhaps an expansion down the road would add more troop variety. Quite impressed and can't wait to play a physical copy of this game.",2,15,15,8,6.89476,56,328,en
